target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	774.873	1.5	3.74387
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	491.321	88.5	348.367
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	144.339	12	160.789
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	437.162	9	39.8162
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	132.131	27	395.202
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	199.715	19	183.994
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	428.901	30	135.277
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1188.87	21	34.162
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	262.656	796	5861.19
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	867.873	711	1584.43
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	357.807	252	1362.11
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	777.873	52	129.287
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	705.94	93	254.786
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	260.347	96	713.146
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1035.87	70	130.693
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	688.2	133	373.763
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1620.87	81	96.6486
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	185.71	14	145.798
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1572.87	84	103.287
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	382.009	109	551.84
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	807.873	44	105.334
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1023.87	20	37.7784
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	164.114	55	648.151
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2166.87	361	322.206
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	382.009	19	96.1923
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	208.873	79	731.484
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2013.87	295	283.302
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	144.339	18	241.184
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2280.87	104	88.1844
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	578.767	82	274.012
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	138.314	7	97.8797
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1467.87	123	162.06
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2412.87	227.175	182.09
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	491.321	38.8253	152.83
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	322.94	2	11.9776
