target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	783.682	11	22.5381
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	499.786	317	1018.45
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	146.337	85	932.673
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	445.572	23	82.8848
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	133.559	70	841.568
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	204.432	72	565.522
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	437.136	65	238.76
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1197.68	31	41.5609
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	269.518	841	5010.4
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	876.682	619	1133.74
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	364.934	542	2384.79
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	786.682	112	228.604
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	714.749	174	390.896
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	267.12	62	372.692
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1044.68	88	135.258
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	696.876	427	983.87
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1629.68	1864	1836.57
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	190.141	25	211.12
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1581.68	78	79.1846
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	389.324	85	350.569
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	816.682	82	161.223
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1032.68	54	83.9638
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	166.782	3957	38096.2
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2175.68	323	238.381
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	389.324	16	65.9894
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	213.659	403	3028.66
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2022.68	323	256.413
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	146.337	7	76.8084
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2289.68	121	84.8546
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	587.402	48	131.211
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	140.047	25	286.637
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1476.68	59	64.155
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2421.68	197.974	131.267
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	499.786	43.0258	138.232
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	330.623	3	14.5698
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1101.68	48	69.9601
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1491.68	117	125.943
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	314.595	512	2613.27
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1299.68	330	407.701
