target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	798.298	18.5	51.7223
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	512.828	202	879.125
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	150.585	64	948.57
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	457.827	9	43.8744
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	137.161	28	455.616
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	210.018	36	382.575
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	449.166	34	168.944
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1212.3	24	44.1848
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	278.065	1094	8780.97
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	891.298	795	1990.74
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	375.817	390	2316.11
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	801.298	56	155.979
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	729.368	136	416.162
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	275.529	66	534.622
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1059.3	66	139.058
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	711.368	273	856.522
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1644.3	1260	1710.25
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	195.187	21	240.126
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1596.3	62	86.6859
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	401.385	49	272.462
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	831.298	59	158.404
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1047.3	26	55.4082
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	171.131	3541	46181.4
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2190.3	252	256.784
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	401.385	5	27.8022
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	219.943	314	3186.32
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2037.3	226	247.585
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	150.585	8	118.571
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2304.3	55	53.2715
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	601.137	36	133.66
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	143.829	11	170.693
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1491.3	42	62.8573
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2436.3	136	124.589
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	512.828	41	178.436
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	340.272	2	13.1182
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1116.3	29	57.9814
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1506.3	101	149.652
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	325.152	311	2134.74
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1314.3	150	254.723
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1155.3	43	83.0702
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	921.298	89	215.606
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2898.3	413	318.037
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	660.559	66	222.999
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4236.3	880	463.625
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	432.158	2434	12570.4
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	423.558	208	1096.03
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	273.018	6	49.0491
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	660.559	898	3034.14
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	660.559	9	30.409
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	222.579	38	381.04
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	327.743	297	2022.52
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1191.3	57	106.789
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2499.3	182	162.526
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	723.368	409	1261.93
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	409.811	134	729.78
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	317.175	70	492.572
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2193.3	46	46.8092
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	348.121	32	205.159
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	290.772	27	207.244
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	367.486	139	844.2
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	993.298	256	575.216
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	314.695	204	1446.81
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	275.529	18	145.806
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	311.938	11	78.7037
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	729.368	72	220.321
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	792.298	15	42.2546
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	550.889	133	538.838
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	249.989	116	1035.64
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	173.568	185	2378.88
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	492.671	70	317.111
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	157.185	27	383.375
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	798.298	27	75.4866
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	322.401	15	103.84
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	495.579	77	346.775
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1317.3	65	110.129
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	367.486	13	78.9539
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	642.679	76	263.931
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1590.3	4826	6772.98
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	954.298	176	411.623
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	918.298	48	116.662
