target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	759.654	14.5	29.459
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	478.051	239.5	773.209
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	142.244	69	748.652
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	424.752	11	39.9689
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	129.615	44	523.919
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	194.777	35	277.329
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	416.217	64	237.315
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1173.65	41	53.9149
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	255.104	1645	9952.08
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	852.654	1478	2675.26
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	346.315	470	2094.56
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	762.654	79	159.869
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	690.782	145	323.96
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	252.615	92	562.074
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1020.65	70	105.848
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	672.967	276	632.966
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1605.65	1776	1707.09
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	181.716	32	271.783
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1557.65	90	89.1737
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	369.833	85	354.714
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	792.654	48	93.4593
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1008.65	28	42.8431
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	160.164	4642	44730.8
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2151.65	354	253.919
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	369.833	22	91.8083
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	203.771	296	2241.9
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	1998.65	310	239.381
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	142.244	11	119.35
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2265.65	79	53.8144
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	564.353	37	101.185
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	135.62	16	182.079
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1452.65	51	54.1843
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2397.65	143	92.0481
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	478.051	28	90.396
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	312.683	5	24.6792
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1077.65	53	75.9035
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1467.65	117	123.035
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	298.54	429	2217.79
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1275.65	310	375.054
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1116.65	54	74.6346
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	882.654	133	232.555
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2859.65	633	341.63
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	622.542	92	228.078
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4197.65	1369	503.341
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	399.798	3244	12522.9
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	391.639	270	1064
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	250.199	5	30.8425
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	622.542	1097	2719.59
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	622.542	8	19.8329
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	205.747	33	247.54
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	300.93	340	1743.73
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1152.65	122	163.353
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2460.65	280	175.619
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	684.782	469	1057.03
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	378.067	139	567.428
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	291.399	63	333.671
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2154.65	59	42.261
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	320.142	30	144.625
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	266.892	47	271.786
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	338.544	170	774.995
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	954.654	347	560.982
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	289.05	209	1115.93
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	252.615	19	116.08
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	286.67	36	193.814
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	690.782	123	274.808
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	753.654	32	65.5304
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	515.105	162	485.382
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	229.46	101	679.328
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	162.243	219	2083.26
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	458.076	79	266.167
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	148.157	28	291.677
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	759.654	70	142.216
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	295.857	16	83.4649
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	460.95	75	251.115
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1278.65	95	114.666
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	338.544	31	141.323
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	604.82	112	285.797
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1551.65	7492	7451.92
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	915.654	232	391.04
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	879.654	51	89.4795
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	185.766	11	91.3885
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	183.785	14	117.566
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1227.65	15	18.8573
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	819.654	66	124.273
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	162.243	349	3319.89
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	351.365	82	360.18
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	205.747	27	202.533
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	879.654	52	91.234
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1557.65	125	123.852
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	834.654	2486.59	4597.94
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	675.906	3467.41	7917.42
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	993.654	281	436.452
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1578.65	107	104.607
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	312.683	59	291.215
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1089.65	118	167.132
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	140.068	46	506.857
