target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	797.074	11	21.3556
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	512.546	101.5	306.444
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	151.282	15	153.434
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	457.17	13	44.0032
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	138.9	30	334.223
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	209.177	38	281.118
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	448.795	79	272.394
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1211.07	42	53.6657
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	276.128	800	4483.29
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	890.074	1382	2402.7
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	375.388	245	1009.96
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	800.074	30	58.0242
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	728.21	68	144.501
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	273.739	40	226.121
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1058.07	139	203.291
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	710.21	137	298.505
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1643.07	3139	2956.33
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	194.797	25	198.599
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1595.07	36	34.9253
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	400.303	86	332.452
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	830.074	30	55.9272
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1046.07	41	60.6513
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	172.506	6610	59294.6
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2189.07	462	326.588
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	400.303	17	65.7172
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	218.734	120	848.954
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2036.07	408	310.088
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	151.282	14	143.205
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2303.07	52	34.9393
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	600.321	34	87.6423
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	144.782	9	96.1934
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1490.07	77	79.9652
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2435.07	289	183.656
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	512.546	76	229.456
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	339.633	2	9.11251
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1115.07	58	80.4901
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1505.07	248	254.984
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	323.884	738	3526.02
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1313.07	329	387.726
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1154.07	43	57.6571
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	920.074	54	90.8216
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2897.07	437	233.421
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	659.585	76	178.304
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4235.07	787	287.562
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	431.644	3874	13888.4
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	423.197	133	486.326
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	271.241	20	114.102
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	659.585	2827	6632.44
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	659.585	8	18.7688
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	221.067	39	272.998
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	326.515	500	2369.65
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1190.07	168	218.451
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2498.07	201	124.511
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	722.21	552	1182.75
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	408.967	225	851.359
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	315.917	72	352.678
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2192.07	77	54.3568
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	347.827	17	75.6317
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	289.197	81	433.421
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	367.081	196	826.251
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	992.074	416	648.885
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	313.305	157	775.445
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	273.739	19	107.408
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	310.483	39	194.377
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	728.21	141	299.627
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	791.074	26	50.8598
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	550.32	238	669.237
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	248.327	22	137.093
