target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	781.168	7.5	23.6606
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	498.765	42	207.522
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	149.477	3	49.4602
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	444.942	10	55.3868
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	137.506	10	179.221
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	204.871	16	192.464
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	436.598	66	372.539
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1195.17	20	41.2392
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	269.804	470	4292.98
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	874.168	877	2472.37
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	366.591	135	907.531
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	784.168	19	59.711
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	712.437	34	117.609
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	267.58	17	156.569
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1042.17	112	264.844
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	694.696	70	248.321
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1627.17	441	667.907
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	191.189	26	335.136
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1579.17	33	51.4986
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	390.692	66	416.312
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	814.168	16	48.4301
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1030.17	13	31.0989
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	168.807	1082	15796
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2173.17	419	475.15
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	390.692	20	126.155
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	214.412	57	655.142
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2020.17	320	390.366
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	149.477	7	115.407
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2287.17	49	52.7968
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	585.827	25	105.167
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	143.644	3	51.4686
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1474.17	49	81.9141
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2419.17	130	132.43
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	498.765	30	148.23
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	331.24	4	29.7596
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1099.17	40	89.6821
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1489.17	147	243.267
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	315.771	521	4066.08
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1297.17	406	771.329
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1138.17	34	73.6177
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	904.168	25	68.1397
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2881.17	346	295.949
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	644.249	54	206.562
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4219.17	683	398.936
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	420.236	524	3072.9
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	412.053	11	65.7883
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	265.006	7	65.0957
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	644.249	1502	5745.48
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	644.249	7	26.7765
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	216.845	18	204.565
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	318.525	178	1377.16
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1174.17	69	144.82
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2482.17	180	178.711
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	706.502	601	2096.38
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	398.725	227	1403.02
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	308.009	91	728.096
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2176.17	45	50.96
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	339.243	11	79.9083
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	282.053	51	445.604
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	358.28	149	1024.88
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	976.168	388	979.528
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	305.635	115	927.266
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	267.58	11	101.309
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	302.902	25	203.398
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	712.437	112	387.419
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	775.168	33	104.913
