target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	765.417	6	10.2481
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	481.453	92.5	251.175
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	147.445	10	88.6663
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	428.224	24	73.2705
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	136.018	18	173.008
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	199.59	57	373.359
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	419.707	103	320.833
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1179.42	45	49.8809
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	258.018	1268	6424.79
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	858.417	2178	3317.03
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	349.594	249	931.16
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	768.417	39	66.3524
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	696.417	73	137.039
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	255.763	43	219.796
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1026.42	178	226.718
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	678.417	115	221.611
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1611.42	708	574.4
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	186.178	46	323.012
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1563.42	42	35.1207
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	373.63	156	545.849
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	798.417	35	57.3096
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1014.42	15	19.3314
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	165.274	1613	12759.1
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2157.42	600	363.585
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	373.63	17	59.4835
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	207.786	97	610.3
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2004.42	496	323.506
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	147.445	23	203.932
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2271.42	47	27.0514
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	568.447	39	89.694
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	141.404	7	64.7178
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1458.42	106	95.0196
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2403.42	238	129.46
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	481.453	48	130.339
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	315.997	2	8.27438
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1083.42	67	80.8478
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1473.42	283	251.102
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	300.996	1221	5303.27
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1281.42	439	447.882
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1122.42	80	93.1805
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	888.417	56	82.4063
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2865.42	561	255.955
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	627.895	74	154.076
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4203.42	1071	333.101
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	403.429	791	2563.29
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	395.23	18	59.5404
