target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	775.236	15	33.2816
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	492.086	107.5	375.763
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	148.924	12	138.6
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	437.903	29	113.911
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	136.832	20	251.414
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	204.296	34	286.264
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	429.581	95	380.386
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1189.24	65	94.0138
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	265.003	326	2115.99
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	868.236	401	794.425
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	357.929	148	711.231
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	778.236	27	59.6759
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	706.301	65	158.296
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	262.579	49	320.984
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1036.24	100	165.992
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	688.364	91	227.389
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1621.24	2457	2606.79
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	190.342	22	198.809
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1573.24	29	31.7067
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	382.005	70	315.193
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	808.236	19	40.4354
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1024.24	39	65.4954
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	168.321	9557	97662.9
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2167.24	291	230.958
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	382.005	12	54.033
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	213.175	135	1089.29
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2014.24	325	277.536
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	148.924	24	277.199
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2281.24	32	24.1283
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	578.694	29	86.1977
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	142.541	9	108.605
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1468.24	56	65.6053
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2413.24	227.474	162.135
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	492.086	51.5263	180.109
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	323.804	23	122.178
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1093.24	74	116.43
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1483.24	227	263.246
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	308.912	691	3847.6
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1291.24	320	426.276
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1132.24	68	103.304
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	898.236	53	101.492
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2875.24	295	176.48
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	637.721	47	126.769
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4213.24	459	187.389
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	412.432	3988	16632.2
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	404.184	203	863.901
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	260.385	28	184.964
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	637.721	1966	5302.73
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	637.721	35	94.4025
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	215.377	16	127.781
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	311.378	462	2552.11
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1168.24	167	245.885
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2476.24	147	102.111
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	700.301	389	955.458
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	390.362	142	625.702
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	301.642	51	290.821
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2170.24	109	86.3905
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	331.504	16	83.019
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	277.117	84	521.391
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	350.289	158	775.85
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	970.236	379	671.906
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	299.076	130	747.667
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	262.579	27	176.869
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	296.363	48	278.589
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	706.301	131	319.027
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	769.236	29	64.8462
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	529.037	176	572.233
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	239.947	16	114.697
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	170.677	56	564.365
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	472.146	55	200.37
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	155.104	25	277.245
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	775.236	111	246.284
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	306.531	42	235.679
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	475.06	68	246.211
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1294.24	27	35.8837
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	350.289	18	88.388
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	619.835	26	72.1513
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1567.24	7166	7864.82
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	931.236	77	142.225
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	895.236	34	65.3263
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	194.818	10	88.2914
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	192.456	25	223.437
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1243.24	23	31.8215
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	835.236	76.0923	156.703
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	170.677	105	1058.19
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	363.222	39	184.688
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	215.377	17	135.768
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	895.236	26	49.9554
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1573.24	30	32.8
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	850.236	3487.98	7056.36
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	691.364	4735.02	11780.4
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	1009.24	418	712.41
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1594.24	22	23.7365
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	323.804	26	138.114
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1105.24	196	305.034
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	146.842	50	585.686
gene_97|GeneMark.hmm|417_nt|-|129357|129773	417	213.175	86	693.918
gene_98|GeneMark.hmm|1239_nt|+|129853|131091	1239	985.236	106	185.06
gene_99|GeneMark.hmm|3012_nt|-|131088|134099	3012	2758.24	86	53.6307
gene_100|GeneMark.hmm|945_nt|+|134187|135131	945	691.364	107	266.209
gene_101|GeneMark.hmm|417_nt|+|135172|135588	417	213.175	18	145.239
gene_102|GeneMark.hmm|642_nt|-|135589|136230	642	398.741	63	271.767
gene_103|GeneMark.hmm|642_nt|-|136265|136906	642	398.741	70	301.963
gene_104|GeneMark.hmm|681_nt|-|136975|137655	681	435.224	110	434.737
gene_105|GeneMark.hmm|1239_nt|+|137742|138980	1239	985.236	13	22.696
gene_106|GeneMark.hmm|2964_nt|-|139049|142012	2964	2710.24	539	342.08
gene_107|GeneMark.hmm|1512_nt|+|142103|143614	1512	1258.24	98	133.971
gene_108|GeneMark.hmm|606_nt|+|143723|144328	606	365.984	99	465.286
gene_109|GeneMark.hmm|708_nt|-|144620|145327	708	460.873	242	903.193
gene_110|GeneMark.hmm|480_nt|+|145414|145893	480	260.385	24	158.541
gene_111|GeneMark.hmm|1386_nt|+|145962|147347	1386	1132.24	68	103.304
gene_112|GeneMark.hmm|630_nt|+|147383|148012	630	387.47	14	62.1494
gene_113|GeneMark.hmm|645_nt|-|148016|148660	645	401.481	47	201.363
gene_114|GeneMark.hmm|498_nt|+|148762|149259	498	274.658	12	75.1511
gene_115|GeneMark.hmm|600_nt|-|149376|149975	600	360.661	51	243.23
gene_116|GeneMark.hmm|1797_nt|+|150056|151852	1797	1543.24	95	105.886
gene_117|GeneMark.hmm|312_nt|-|151937|152248	312	136.832	41	515.398
gene_118|GeneMark.hmm|843_nt|-|152729|153571	843	590.11	17	49.5522
gene_119|GeneMark.hmm|1920_nt|-|153899|155818	1920	1666.24	81	83.6171
gene_120|GeneMark.hmm|312_nt|-|155904|156215	312	136.832	24	301.696
gene_121|GeneMark.hmm|678_nt|+|156413|157090	678	432.344	26	103.441
gene_122|GeneMark.hmm|1302_nt|-|157171|158472	1302	1048.24	31	50.8685
gene_123|GeneMark.hmm|702_nt|-|158556|159257	702	455.168	26	98.2536
gene_124|GeneMark.hmm|330_nt|-|159537|159866	330	148.924	12	138.6
gene_125|GeneMark.hmm|1869_nt|-|160007|161875	1869	1615.24	149	158.671
gene_126|GeneMark.hmm|1416_nt|+|162083|163498	1416	1162.24	86	127.277
gene_127|GeneMark.hmm|762_nt|+|163491|164252	762	512.078	35	117.565
gene_128|GeneMark.hmm|639_nt|-|164257|164895	639	395.998	46	199.807
gene_129|GeneMark.hmm|1266_nt|+|166755|168020	1266	1012.24	53	90.0618
gene_130|GeneMark.hmm|1227_nt|-|168095|169321	1227	973.236	47	83.0666
gene_131|GeneMark.hmm|612_nt|+|169771|170382	612	371.434	12	55.5707
gene_132|GeneMark.hmm|744_nt|+|171352|172095	744	494.996	1014	3523.57
gene_133|GeneMark.hmm|1755_nt|+|172232|173986	1755	1501.24	51	58.4343
gene_134|GeneMark.hmm|309_nt|+|174048|174356	309	134.847	47	599.519
gene_135|GeneMark.hmm|939_nt|-|174364|175302	939	685.364	42	105.408
gene_136|GeneMark.hmm|327_nt|-|175576|175902	327	146.842	13	152.278
gene_137|GeneMark.hmm|1200_nt|-|176055|177254	1200	946.236	72	130.882
gene_138|GeneMark.hmm|6351_nt|-|177334|183684	6351	6097.24	180	50.7792
gene_139|GeneMark.hmm|555_nt|+|183806|184360	555	321.447	13	69.5633
gene_140|GeneMark.hmm|849_nt|+|184413|185261	849	596.056	26	75.0296
gene_141|GeneMark.hmm|699_nt|+|185350|186048	699	452.251	18	68.4605
