target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	792.749	7.5	13.5815
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	507.734	105	296.876
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	145.625	30	295.739
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	452.93	21	66.5594
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	132.076	14	152.169
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	203.975	67	471.541
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	444.096	151	488.115
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1206.75	47	55.9117
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	270.772	690	3658.2
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	885.749	1566	2538.06
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	370.814	295	1142.06
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	795.749	41	73.9655
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	723.749	78	154.713
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	268.267	30	160.537
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1053.75	132	179.828
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	705.749	95	193.239
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1638.75	1946	1704.72
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	189.453	31	234.9
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1590.75	22	19.8537
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	395.824	114	413.451
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	825.749	37	64.3243
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1041.75	43	59.2553
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	166.331	3624	31277.9
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2184.75	653	429.075
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	395.824	16	58.0282
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	213.664	104	698.753
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2031.75	505	356.815
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	145.625	14	138.011
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2298.75	68	42.4658
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	595.542	30	72.3153
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	138.611	13	134.638
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1485.75	69	66.6692
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2430.75	231.436	136.682
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	507.734	62.5641	176.893
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	334.678	5	21.4469
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1110.75	87	112.441
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1500.75	260	248.706
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	318.307	890	4013.88
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1308.75	574	629.618
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1149.75	45	56.1864
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	915.749	46	72.1112
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2892.75	552	273.936
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	654.749	55	120.589
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4230.75	1019	345.763
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	427.343	2705	9086.83
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	418.812	56	191.951
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	265.706	15	81.0423
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	654.749	3040	6665.31
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	654.749	7	15.3477
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	216.164	53	351.977
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	321.036	471	2106.15
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1185.75	133	161.02
