target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	784.678	3	9.51358
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	500.325	55	273.542
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	142.516	23	401.586
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	445.564	13	72.6017
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	130.043	22	420.968
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	199.349	34	424.404
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	437.196	29	165.058
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1198.68	22	45.6703
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	266.411	482	4502.04
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	877.678	532	1508.31
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	364.568	206	1406.06
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	787.678	50	157.956
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	715.883	64	222.46
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	263.706	56	528.424
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1045.68	63	149.919
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	698.015	97	345.796
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1630.68	79	120.552
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	185.221	14	188.084
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1582.68	51	80.1847
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	389.353	74	472.935
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	817.678	30	91.2962
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1033.68	30	72.2187
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	162.566	42	642.884
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2176.68	316	361.249
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	389.353	12	76.6922
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	208.942	47	559.738
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2023.68	292	359.05
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	142.516	13	226.983
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2290.68	85	92.3355
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	587.898	75	317.448
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	135.932	8	146.448
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1477.68	108	181.869
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2422.68	196	201.314
