target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	794.006	3	16.9652
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	507.978	49	433.124
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	153.652	12	350.674
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	453.107	1	9.90969
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	141.002	14	445.823
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	209.707	19	406.819
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	444.363	17	171.78
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1208.01	3	11.151
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	275.298	766	12493.5
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	887.006	411	2080.54
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	371.833	127	1533.62
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	797.006	20	112.675
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	725.077	42	260.091
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	272.768	28	460.919
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1055.01	36	153.218
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	707.077	99	628.679
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1640.01	26	71.185
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	196.371	1	22.8656
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1592.01	34	95.8948
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	396.297	35	396.559
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	827.006	21	114.018
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1043.01	12	51.6601
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	173.678	31	801.451
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2186.01	94	193.08
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	396.297	7	79.3117
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	219.308	59	1207.97
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2033.01	95	209.819
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	153.652	14	409.119
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2300.01	33	64.4237
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	596.386	48	361.389
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	147.363	15	457.049
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1487.01	29	87.5681
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2432.01	71	131.085
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	507.978	12	106.071
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	336.929	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1112.01	15	60.5682
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1502.01	59	176.377
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	321.824	120	1674.26
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1310.01	87	298.199
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1151.01	31	120.933
