target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	788.126	4.5	10.2749
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	505.322	95.5	340.092
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	153.558	26	304.692
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	451.51	17	67.7551
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	140.526	14	179.28
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	211.431	24	204.269
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	442.843	38	154.417
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1202.13	24	35.9271
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	277.01	843	5476.37
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	881.126	848	1731.88
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	372.693	270	1303.69
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	791.126	59	134.205
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	719.395	112	280.163
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	274.422	98	642.642
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1049.13	114	195.541
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	701.461	213	546.433
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1634.13	113	124.438
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	197.077	32	292.197
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1586.13	103	116.859
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	396.679	83	376.53
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	821.126	48	105.194
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1037.13	30	52.0536
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	174.389	106	1093.82
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2180.13	353	291.376
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	396.679	22	99.8031
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	220.655	137	1117.3
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2027.13	335	297.389
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	153.558	24	281.254
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2294.13	106	83.1475
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	592.317	70	212.669
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	146.685	16	196.288
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1481.13	105	127.573
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2426.13	230	170.599
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	505.322	46	163.814
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	337.807	2	10.6542
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1106.13	44	71.5828
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1496.13	121	145.539
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	322.6	443	2471.15
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1304.13	369	509.176
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1145.13	83	130.432
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	911.126	113	223.183
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2888.13	712	443.634
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	651.074	111	306.798
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4226.13	1300	553.556
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	426.253	220	928.787
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	418.001	18	77.4918
