target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	776.679	1	4.737
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	492.806	35.5	265.031
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	143.345	9	230.996
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	438.181	4	33.5854
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	131.331	12	336.169
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	199.159	13	240.153
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	429.885	18	154.051
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1190.68	9	27.8095
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	262.981	449	6281.55
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	869.679	758	3206.67
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	357.639	68	699.533
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	779.679	26	122.688
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	707.679	33	171.562
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	260.489	33	466.089
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1037.68	47	166.64
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	689.746	57	304.04
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1622.68	23	52.1483
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	186.031	24	474.646
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1574.68	34	79.4386
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	382.388	40	384.858
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	809.679	15	68.159
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1025.68	12	43.0442
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	163.511	38	855.032
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2168.68	241	408.852
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	382.388	18	173.186
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	208.66	62	1093.2
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2015.68	169	308.468
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	143.345	20	513.325
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2282.68	36	58.0233
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	579.971	29	183.966
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	137.116	10	268.323
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1469.68	46	115.154
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2414.68	95	144.747
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	492.806	24	179.176
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	323.351	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1094.68	15	50.4138
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1484.68	82	203.201
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	308.252	300	3580.64
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1292.68	185	526.533
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1133.68	24	77.8871
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	899.679	32	130.86
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2876.68	280	358.106
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	638.87	42	241.87
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4214.68	543	474.002
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	412.975	83	739.433
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	404.68	7	63.6401
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	258.235	5	71.236
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	638.87	169	973.238
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	638.87	12	69.1057
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	210.703	36	628.603
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	310.7	96	1136.78
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1169.68	32	100.653
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2477.68	177	262.829
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	701.746	408	2139.07
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	390.867	135	1270.72
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	300.735	72	880.832
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2171.68	31	52.5183
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	330.781	3	33.3677
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	275.436	31	414.081
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	349.428	137	1442.47
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	971.679	208	787.563
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	298.124	96	1184.73
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	260.489	8	112.991
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	295.509	8	99.6011
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	707.679	59	306.733
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	770.679	14	66.8343
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	530.115	116	805.068
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	236.938	12	186.334
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	165.813	43	954.101
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	472.584	17	132.347
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	149.795	8	196.489
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	776.679	10	47.37
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	305.8	0	0
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	475.494	35	270.812
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1295.68	14	39.7535
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	349.428	0	0
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	621.285	5	29.609
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1568.68	67	157.14
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	932.679	50	197.234
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	896.679	40	164.122
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	190.423	18	347.775
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	188.145	0	0
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1244.68	8	23.6471
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	836.679	19	83.5486
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	165.813	86	1908.2
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	363.081	56	567.452
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	210.703	2	34.9224
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	896.679	10	41.0306
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1574.68	11	25.7007
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	851.679	38	164.154
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	692.746	43	228.37
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	1010.68	0	0
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1595.68	31	71.4761
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	323.351	16	182.05
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1106.68	82	272.607
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	141.189	14	364.815
gene_97|GeneMark.hmm|417_nt|-|129357|129773	417	208.66	13	229.218
gene_98|GeneMark.hmm|1239_nt|+|129853|131091	1239	986.679	48	178.982
gene_99|GeneMark.hmm|3012_nt|-|131088|134099	3012	2759.68	53	70.6581
gene_100|GeneMark.hmm|945_nt|+|134187|135131	945	692.746	2	10.6219
gene_101|GeneMark.hmm|417_nt|+|135172|135588	417	208.66	15	264.483
gene_102|GeneMark.hmm|642_nt|-|135589|136230	642	399.22	29	267.258
gene_103|GeneMark.hmm|642_nt|-|136265|136906	642	399.22	15	138.237
gene_104|GeneMark.hmm|681_nt|-|136975|137655	681	435.265	38	321.199
gene_105|GeneMark.hmm|1239_nt|+|137742|138980	1239	986.679	6	22.3728
gene_106|GeneMark.hmm|2964_nt|-|139049|142012	2964	2711.68	516	700.094
gene_107|GeneMark.hmm|1512_nt|+|142103|143614	1512	1259.68	79	230.734
gene_108|GeneMark.hmm|606_nt|+|143723|144328	606	365.764	73	734.289
gene_109|GeneMark.hmm|708_nt|-|144620|145327	708	460.94	120	957.815
gene_110|GeneMark.hmm|480_nt|+|145414|145893	480	258.235	1	14.2472
gene_111|GeneMark.hmm|1386_nt|+|145962|147347	1386	1133.68	37	120.076
gene_112|GeneMark.hmm|630_nt|+|147383|148012	630	387.942	0	0
gene_113|GeneMark.hmm|645_nt|-|148016|148660	645	401.912	11	100.695
gene_114|GeneMark.hmm|498_nt|+|148762|149259	498	272.882	3	40.4475
gene_115|GeneMark.hmm|600_nt|-|149376|149975	600	360.326	22	224.632
gene_116|GeneMark.hmm|1797_nt|+|150056|151852	1797	1544.68	33	78.5996
gene_117|GeneMark.hmm|312_nt|-|151937|152248	312	131.331	14	392.197
gene_118|GeneMark.hmm|843_nt|-|152729|153571	843	591.915	34	211.331
gene_119|GeneMark.hmm|1920_nt|-|153899|155818	1920	1667.68	79	174.285
gene_120|GeneMark.hmm|312_nt|-|155904|156215	312	131.331	27	756.381
gene_121|GeneMark.hmm|678_nt|+|156413|157090	678	432.638	6	51.0237
gene_122|GeneMark.hmm|1302_nt|-|157171|158472	1302	1049.68	6	21.03
gene_123|GeneMark.hmm|702_nt|-|158556|159257	702	455.202	14	113.154
gene_124|GeneMark.hmm|330_nt|-|159537|159866	330	143.345	10	256.662
gene_125|GeneMark.hmm|1869_nt|-|160007|161875	1869	1616.68	78	177.507
gene_126|GeneMark.hmm|1416_nt|+|162083|163498	1416	1163.68	5	15.8082
gene_127|GeneMark.hmm|762_nt|+|163491|164252	762	512.855	1	7.17382
gene_128|GeneMark.hmm|639_nt|-|164257|164895	639	396.45	15	139.203
gene_129|GeneMark.hmm|1266_nt|+|166755|168020	1266	1013.68	50	181.474
gene_130|GeneMark.hmm|1227_nt|-|168095|169321	1227	974.679	43	162.312
gene_131|GeneMark.hmm|612_nt|+|169771|170382	612	371.407	1	9.90592
gene_132|GeneMark.hmm|744_nt|+|171352|172095	744	495.571	1449	10757.4
gene_133|GeneMark.hmm|1755_nt|+|172232|173986	1755	1502.68	24	58.7611
gene_134|GeneMark.hmm|309_nt|+|174048|174356	309	129.274	14	398.439
gene_135|GeneMark.hmm|939_nt|-|174364|175302	939	686.746	12	64.288
gene_136|GeneMark.hmm|327_nt|-|175576|175902	327	141.189	9	234.524
gene_137|GeneMark.hmm|1200_nt|-|176055|177254	1200	947.679	48	186.348
gene_138|GeneMark.hmm|6351_nt|-|177334|183684	6351	6098.68	112	67.5658
gene_139|GeneMark.hmm|555_nt|+|183806|184360	555	320.858	13	149.065
gene_140|GeneMark.hmm|849_nt|+|184413|185261	849	597.803	24	147.706
gene_141|GeneMark.hmm|699_nt|+|185350|186048	699	452.418	27	219.568
gene_142|GeneMark.hmm|1572_nt|+|186120|187691	1572	1319.68	15	41.8184
gene_143|GeneMark.hmm|630_nt|+|187713|188342	630	387.942	58	550.055
gene_144|GeneMark.hmm|4395_nt|+|188494|192888	4395	4142.68	321	285.081
