target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	763.421	0	0
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	480.298	30.5	148.706
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	140.024	9	150.514
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	427.27	13	71.2492
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	128.484	14	255.163
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	192.088	18	219.438
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	418.711	29	162.189
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1177.42	17	33.8109
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	252.979	707	6544.48
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	856.421	1044	2854.65
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	347.505	145	977.116
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	766.421	29	88.6074
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	694.687	50	168.547
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	250.905	44	410.661
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1024.42	87	198.875
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	676.751	67	231.838
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1609.42	90	130.952
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	178.983	30	392.508
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1561.42	38	56.9906
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	371.888	83	522.644
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	796.421	26	76.4487
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1012.42	20	46.2603
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	158.07	41	607.397
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2155.42	352	382.428
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	371.888	27	170.017
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	200.914	49	571.118
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2002.42	328	383.582
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	140.024	11	183.962
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2269.42	73	75.3264
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	566.989	31	128.034
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	134.443	13	226.435
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1456.42	64	102.904
