target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	777.958	3	8.94937
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	493.884	110.5	519.236
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	141.483	25	410.074
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	439.017	8	42.2898
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	128.775	22	396.476
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	198.367	19	222.286
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	430.269	12	64.7244
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1191.96	12	23.364
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	262.367	688	6085.63
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	870.958	487	1297.65
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	358.702	233	1507.47
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	780.958	64	190.186
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	708.958	103	337.166
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	259.745	85	759.45
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1038.96	64	142.958
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	690.958	166	557.55
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1623.96	38	54.3045
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	184.032	32	403.538
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1575.96	100	147.259
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	383.482	95	574.918
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	810.958	48	137.363
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1026.96	15	33.8974
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	161.722	17	243.953
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2169.96	221	236.357
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	383.482	27	163.398
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	207.809	139	1552.31
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2016.96	148	170.291
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	141.483	24	393.671
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2283.96	72	73.1597
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	581.647	65	259.347
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	134.936	25	429.97
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1470.96	56	88.3517
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2415.96	151	145.049
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	493.884	52	244.346
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	323.117	0	0
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1095.96	19	40.2334
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1485.96	84	131.19
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	307.664	223	1682.11
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1293.96	148	265.441
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1134.96	39	79.7466
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	900.958	79	203.493
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2877.96	505	407.225
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	640.594	102	369.526
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4215.96	867	477.255
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	413.417	142	797.127
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	405.015	19	108.87
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	257.254	5	45.1061
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	640.594	128	463.719
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	640.594	30	108.684
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	210.122	69	762.088
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	310.262	221	1653.07
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1170.96	32	63.4214
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2478.96	412	385.705
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	702.958	556	1835.58
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	391.611	178	1054.85
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	299.794	83	642.515
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2172.96	40	42.7205
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	330.984	24	168.28
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	275.157	26	219.29
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	350.574	150	992.975
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	972.958	188	448.426
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	297.335	144	1123.94
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	259.745	13	116.151
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	294.902	33	259.695
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	708.958	113	369.901
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	771.958	12	36.0757
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	531.704	78	340.449
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	236.012	50	491.657
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	163.992	108	1528.37
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	473.301	79	387.362
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	147.958	33	517.611
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	777.958	20	59.6625
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	305.156	8	60.8409
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	476.163	99	482.51
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1296.96	31	55.4706
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	350.574	10	66.1984
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	622.896	45	167.658
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1569.96	155	229.124
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	933.958	128	318.061
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	897.958	49	126.639
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	188.771	22	270.467
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	186.299	8	99.6565
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1245.96	18	33.5271
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	837.958	20	55.3905
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	163.992	232	3283.17
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	364.275	107	681.681
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	210.122	32	353.432
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	897.958	49	126.639
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1575.96	96	141.369
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	852.958	17	46.2539
gene_91|GeneMark.hmm|945_nt|-|122574|123518	945	693.958	21	70.2285
gene_92|GeneMark.hmm|1263_nt|-|123670|124932	1263	1011.96	11	25.2265
gene_93|GeneMark.hmm|1848_nt|+|125079|126926	1848	1596.96	101	146.776
gene_94|GeneMark.hmm|558_nt|-|126944|127501	558	323.117	65	466.853
gene_95|GeneMark.hmm|1359_nt|+|127594|128952	1359	1107.96	89	186.421
gene_96|GeneMark.hmm|327_nt|-|128953|129279	327	139.32	40	666.308
gene_97|GeneMark.hmm|417_nt|-|129357|129773	417	207.809	11	122.845
gene_98|GeneMark.hmm|1239_nt|+|129853|131091	1239	987.958	49	115.103
gene_99|GeneMark.hmm|3012_nt|-|131088|134099	3012	2760.96	66	55.4768
gene_100|GeneMark.hmm|945_nt|+|134187|135131	945	693.958	2	6.68843
gene_101|GeneMark.hmm|417_nt|+|135172|135588	417	207.809	21	234.522
gene_102|GeneMark.hmm|642_nt|-|135589|136230	642	399.916	39	226.32
gene_103|GeneMark.hmm|642_nt|-|136265|136906	642	399.916	32	185.698
gene_104|GeneMark.hmm|681_nt|-|136975|137655	681	436.102	99	526.835
gene_105|GeneMark.hmm|1239_nt|+|137742|138980	1239	987.958	40	93.9613
gene_106|GeneMark.hmm|2964_nt|-|139049|142012	2964	2712.96	525	449.1
gene_107|GeneMark.hmm|1512_nt|+|142103|143614	1512	1260.96	221	406.742
gene_108|GeneMark.hmm|606_nt|+|143723|144328	606	367.024	149	942.148
gene_109|GeneMark.hmm|708_nt|-|144620|145327	708	461.797	203	1020.17
gene_110|GeneMark.hmm|480_nt|+|145414|145893	480	257.254	2	18.0424
gene_111|GeneMark.hmm|1386_nt|+|145962|147347	1386	1134.96	63	128.821
gene_112|GeneMark.hmm|630_nt|+|147383|148012	630	388.992	5	29.8303
gene_113|GeneMark.hmm|645_nt|-|148016|148660	645	402.564	18	103.768
gene_114|GeneMark.hmm|498_nt|+|148762|149259	498	272.495	19	161.817
gene_115|GeneMark.hmm|600_nt|-|149376|149975	600	361.489	42	269.638
gene_116|GeneMark.hmm|1797_nt|+|150056|151852	1797	1545.96	35	52.5409
gene_117|GeneMark.hmm|312_nt|-|151937|152248	312	128.775	12	216.26
gene_118|GeneMark.hmm|843_nt|-|152729|153571	843	593.477	38	148.596
