target_id	length	eff_length	est_counts	tpm
gene_1|GeneMark.hmm|1029_nt|-|734|1762	1029	782.816	6.5	11.8167
gene_2|GeneMark.hmm|741_nt|-|3862|4602	741	498.562	101.5	289.728
gene_3|GeneMark.hmm|330_nt|-|6989|7318	330	141.474	15	150.889
gene_4|GeneMark.hmm|684_nt|-|7479|8162	684	443.786	22	70.5495
gene_5|GeneMark.hmm|312_nt|-|8559|8870	312	129.203	18	198.265
gene_6|GeneMark.hmm|405_nt|+|9205|9609	405	199.559	38	270.992
gene_7|GeneMark.hmm|675_nt|+|9928|10602	675	435.308	106	346.54
gene_8|GeneMark.hmm|1443_nt|+|10748|12190	1443	1196.82	61	72.5349
gene_9|GeneMark.hmm|486_nt|-|14683|15168	486	264.602	276	1484.43
gene_10|GeneMark.hmm|1122_nt|-|16447|17568	1122	875.816	584	948.952
gene_11|GeneMark.hmm|597_nt|+|18305|18901	597	361.613	162	637.552
gene_12|GeneMark.hmm|1032_nt|-|19938|20969	1032	785.816	46	83.307
gene_13|GeneMark.hmm|960_nt|+|21086|22045	960	713.882	100	199.351
gene_14|GeneMark.hmm|483_nt|-|22360|22842	483	262.162	59	320.278
gene_15|GeneMark.hmm|1290_nt|+|22946|24235	1290	1043.82	185	252.227
gene_16|GeneMark.hmm|942_nt|-|24358|25299	942	695.945	123	251.521
gene_17|GeneMark.hmm|1875_nt|+|26326|28200	1875	1628.82	1481	1293.98
gene_18|GeneMark.hmm|387_nt|-|28668|29054	387	184.94	55	423.23
gene_19|GeneMark.hmm|1827_nt|+|29143|30969	1827	1580.82	41	36.9102
gene_20|GeneMark.hmm|624_nt|+|31043|31666	624	386.996	141	518.51
gene_21|GeneMark.hmm|1062_nt|-|31907|32968	1062	815.816	39	68.0325
gene_22|GeneMark.hmm|1278_nt|-|33043|34320	1278	1031.82	28	38.6189
gene_23|GeneMark.hmm|357_nt|+|34945|35301	357	161.313	4281	37767.8
gene_24|GeneMark.hmm|2421_nt|-|35501|37921	2421	2174.82	419	274.18
gene_25|GeneMark.hmm|624_nt|-|38093|38716	624	386.996	13	47.8059
gene_26|GeneMark.hmm|417_nt|-|39396|39812	417	208.98	164	1116.82
gene_27|GeneMark.hmm|2268_nt|-|40214|42481	2268	2021.82	403	283.666
gene_28|GeneMark.hmm|330_nt|+|42588|42917	330	141.474	13	130.771
gene_29|GeneMark.hmm|2535_nt|-|43048|45582	2535	2288.82	66	41.0372
gene_30|GeneMark.hmm|831_nt|+|45670|46500	831	585.781	40	97.1782
gene_31|GeneMark.hmm|321_nt|+|46592|46912	321	135.144	24	252.731
gene_32|GeneMark.hmm|1722_nt|-|47033|48754	1722	1475.82	79	76.1797
gene_33|GeneMark.hmm|2667_nt|+|48872|51538	2667	2420.82	205	120.514
gene_34|GeneMark.hmm|741_nt|-|51424|52164	741	498.562	54	154.141
gene_35|GeneMark.hmm|558_nt|+|52256|52813	558	326.203	25	109.068
gene_36|GeneMark.hmm|1347_nt|-|53124|54470	1347	1100.82	78	100.838
gene_37|GeneMark.hmm|1737_nt|-|54598|56334	1737	1490.82	334	318.836
gene_38|GeneMark.hmm|540_nt|-|56398|56937	540	310.612	1217	5575.92
gene_39|GeneMark.hmm|1545_nt|-|57158|58702	1545	1298.82	454	497.454
gene_40|GeneMark.hmm|1386_nt|-|59373|60758	1386	1139.82	66	82.405
gene_41|GeneMark.hmm|1152_nt|+|60976|62127	1152	905.816	43	67.5574
gene_42|GeneMark.hmm|3129_nt|+|62231|65359	3129	2882.82	498	245.842
gene_43|GeneMark.hmm|891_nt|-|65476|66366	891	645.066	140	308.865
gene_44|GeneMark.hmm|4467_nt|+|66574|71040	4467	4220.82	747	251.865
gene_45|GeneMark.hmm|657_nt|+|71262|71918	657	417.97	2353	8011.64
gene_46|GeneMark.hmm|648_nt|+|72247|72894	648	409.539	63	218.922
gene_47|GeneMark.hmm|480_nt|+|73005|73484	480	259.794	49	268.417
gene_48|GeneMark.hmm|891_nt|+|73706|74596	891	645.066	2647	5839.75
gene_49|GeneMark.hmm|891_nt|+|74723|75613	891	645.066	32	70.5976
gene_50|GeneMark.hmm|420_nt|-|75616|76035	420	211.167	49	330.229
gene_51|GeneMark.hmm|543_nt|+|76184|76726	543	313.231	493	2239.89
gene_52|GeneMark.hmm|1422_nt|+|76792|78213	1422	1175.82	117	141.609
gene_53|GeneMark.hmm|2730_nt|+|78337|81066	2730	2483.82	230	131.781
gene_54|GeneMark.hmm|954_nt|-|81182|82135	954	707.882	556	1117.78
gene_55|GeneMark.hmm|633_nt|-|82228|82860	633	395.349	266	957.513
gene_56|GeneMark.hmm|531_nt|-|82930|83460	531	302.563	81	380.989
gene_57|GeneMark.hmm|2424_nt|+|83752|86175	2424	2177.82	106	69.2674
gene_58|GeneMark.hmm|567_nt|+|86997|87563	567	333.823	31	132.157
gene_59|GeneMark.hmm|501_nt|+|87684|88184	501	276.948	138	709.13
gene_60|GeneMark.hmm|588_nt|-|88299|88886	588	353.24	271	1091.8
gene_61|GeneMark.hmm|1224_nt|-|88962|90185	1224	977.816	592	861.606
gene_62|GeneMark.hmm|528_nt|+|90678|91205	528	300.075	178	844.179
gene_63|GeneMark.hmm|483_nt|+|92473|92955	483	262.162	45	244.279
gene_64|GeneMark.hmm|525_nt|+|93033|93557	525	297.527	69	330.041
gene_65|GeneMark.hmm|960_nt|-|93827|94786	960	713.882	167	332.916
gene_66|GeneMark.hmm|1023_nt|-|95080|96102	1023	776.816	47	86.1041
gene_67|GeneMark.hmm|780_nt|-|96805|97584	780	536.155	236	626.421
gene_68|GeneMark.hmm|453_nt|+|97693|98145	453	238.449	19	113.397
gene_69|GeneMark.hmm|360_nt|-|98398|98757	360	163.71	64	556.352
gene_70|GeneMark.hmm|720_nt|+|99283|100002	720	478.398	64	190.386
gene_71|GeneMark.hmm|339_nt|-|100530|100868	339	148.237	16	153.606
gene_72|GeneMark.hmm|1029_nt|+|101083|102111	1029	782.816	89	161.799
gene_73|GeneMark.hmm|537_nt|+|102435|102971	537	307.873	42	194.143
gene_74|GeneMark.hmm|723_nt|-|102973|103695	723	481.224	60	177.439
gene_75|GeneMark.hmm|1548_nt|-|103815|105362	1548	1301.82	19	20.7706
gene_76|GeneMark.hmm|588_nt|-|105485|106072	588	353.24	9	36.2591
gene_77|GeneMark.hmm|873_nt|+|106349|107221	873	627.238	31	70.3354
gene_78|GeneMark.hmm|1821_nt|-|107265|109085	1821	1574.82	2507	2265.52
gene_79|GeneMark.hmm|1185_nt|-|109162|110346	1185	938.816	50	75.7938
gene_80|GeneMark.hmm|1149_nt|-|110722|111870	1149	902.816	89	140.293
gene_81|GeneMark.hmm|393_nt|-|111922|112314	393	189.721	27	202.531
gene_82|GeneMark.hmm|390_nt|-|112409|112798	390	187.255	35	265.999
gene_83|GeneMark.hmm|1497_nt|-|112913|114409	1497	1250.82	49	55.7503
gene_84|GeneMark.hmm|1089_nt|-|114506|115594	1089	842.816	87.6742	148.041
gene_85|GeneMark.hmm|360_nt|+|115854|116213	360	163.71	144	1251.79
gene_86|GeneMark.hmm|603_nt|-|116255|116857	603	367.378	56	216.93
gene_87|GeneMark.hmm|420_nt|+|117321|117740	420	211.167	37	249.356
gene_88|GeneMark.hmm|1149_nt|-|117751|118899	1149	902.816	36	56.7476
gene_89|GeneMark.hmm|1827_nt|-|119023|120849	1827	1580.82	40	36.01
gene_90|GeneMark.hmm|1104_nt|-|120989|122092	1104	857.816	3214.29	5332.55
